mention,best_cui,best_name,mapped
expected postoperative changes,C0392747,changes,True
expected range,C3542016,Range,True
expected region,C0205147,Region,True
expected site,C1515974,Site,True
expected skin insertion site,C0449682,Insertion site,True
expected standard locations,C0450429,locations,True
expected unremarkable position,C0733755,Position,True
expense,C0680864,expense,True
expiration,C0231800,Expiration,True
expiratory effort,C0015264,Effort,True
expiratory phase,C0205390,Phase,True
explain fevers,C0015967,Fevers,True
exposure,C0274281,exposure,True
exposures,C0274281,exposures,True
extend,C0231448,Extend,True
extended,C5781021,Extended,True
extended and lines,C1548328,Lines,True
extended vessels,C0005847,vessels,True
extending,C0439792,Extending,True
extending out of view,C0449911,View,True
extends,C0439792,extends,True
extends slightly beyond,C4726539,Beyond,True
extends well into,C0332286,Into,True
extension,C1880641,Extension,True
extension of the process,C4521054,Process,True
extensive,C0205231,Extensive,True
extensive adenopathy,C0497156,Adenopathy,True
extensive air,C1866503,AIR,True
extensive air bronchogram,C3669021,Air bronchogram,True
extensive air collections,C0205231,Extensive,True
extensive alveolar opacities,C0029053,opacities,True
extensive amount,C1265611,Amount,True
extensive amount of,C1265611,Amount,True
extensive areas,C0205146,areas,True
extensive aspiration,C2712334,Aspiration,True
extensive atelectasis,C0004144,Atelectasis,True
extensive bullous change,C0392747,Change,True
extensive calcifications,C2242558,Calcifications,True
extensive central adenopathy,C0497156,Adenopathy,True
extensive changes,C0392747,changes,True
extensive chronic changes,C0392747,changes,True
extensive consolidation,C0521530,Consolidation,True
extensive consolidations,C0205231,Extensive,True
extensive diffuse,C0205231,Extensive,True
extensive distortion,C0332482,Distortion,True
extensive effusions,C0013687,Effusions,True
extensive emphysema,C0013990,Emphysema,True
extensive fat deposition,C0333562,Deposition,True
extensive fat pad,C0332568,Pad,True
extensive gas,C0596601,Gas,True
extensive ground - glass opacity,C1265876,Opacity,True
extensive hemorrhage,C0019080,Hemorrhage,True
extensive heterogeneity,C0019409,Heterogeneity,True
extensive hypertrophic spurring,C0222032,spurring,True
extensive infection,C0009450,Infection,True
extensive infiltration,C0332448,Infiltration,True
extensive lymphadenopathy,C0497156,Lymphadenopathy,True
extensive malignancy,C0006826,Malignancy,True
extensive multifocal,C0205292,Multifocal,True
extensive nodular,C0205297,Nodular,True
extensive opacification,C0449584,Opacification,True
extensive opacifications,C0449584,opacifications,True
extensive opacities,C0029053,opacities,True
extensive osteopenia,C0029453,Osteopenia,True
extensive pneumonia,C0032285,Pneumonia,True
extensive post - surgical,C0543467,Surgical,True
extensive predominantly,C0205231,Extensive,True
extensive scarring,C2004491,Scarring,True
extensive secretions,C0036537,Secretions,True
extensive secretory retention,C0333117,Retention,True
extensive surgery,C1457907,surgery,True
extensive trauma,C3263723,Trauma,True
extensive tumor,C0027651,Tumor,True
extensively infiltrated,C0332448,infiltrated,True
extent,C0439792,Extent,True
external,C0521134,External,True
external / artifact,C0085089,Artifact,True
external artifact,C0085089,Artifact,True
external artifact ' s,C0439118,S,True
external catheters,C0085590,Catheters,True
external clothing artifacts,C0085089,Artifacts,True
external device,C0699733,Device,True
external devices,C0220819,devices,True
external finding,C0037088,Finding,True
external hardware,C1523994,Hardware,True
external lead,C0023175,Lead,True
external linear structures,C0678594,structures,True
external marker,C5445211,Marker,True
external monitoring device,C0699733,Device,True
external objects,C0347997,Objects,True
external pacemaker,C0810585,external pacemaker,True
external pacemaker wire,C0005978,Wire,True
external pacer,C0810585,external pacer,True
external portion,C0449719,Portion,True
external structure,C0678594,Structure,True
external structures,C0678594,structures,True
external tubes,C1704474,Tubes,True
external wire overlay,C0444456,Overlay,True
external wires,C0005978,Wires,True
external wiring material,C0520510,Material,True
extra - hepatic,C0205054,Hepatic,True
extra - pleural,C0032225,Pleural,True
extra - pleural space,C0178802,pleural space,True
extra - vascular,C0005847,Vascular,True
extra pleural,C0032226,PLEURAL,True
extra pulmonary,C4522268,Pulmonary,True
extra thoracic,C0817096,Thoracic,True
extracorporeal,C5575665,Extracorporeal,True
extracted,C0185115,Extracted,True
extraesophageal junction,C0205144,Junction,True
extraluminal,C1517059,Extraluminal,True
extrapleural,C0442091,Extrapleural,True
extrapleural space,C1883067,Space,True
extrapleurally,C0442091,Extrapleural,True
extrapulmonary,C5783951,Extrapulmonary,True
extravasation,C0015376,Extravasation,True
extreme,C4085555,Extreme,True
extreme apex,C0140145,APEX,True
extreme distal tip,C1705504,TIP,True
extreme lateral,C0205093,Lateral,True
extreme reflux,C0232483,Reflux,True
extremely,C0205403,Extremely,True
extremely abnormal,C0205161,Abnormal,True
extremely eventrated,C0015207,Eventrated,True
extremely heavily calcified,C0175895,Calcified,True
extremely heavy,C0439539,Heavy,True
extremely indolent infection,C0009450,Infection,True
extremely large,C0205403,Extremely,True
extremely low,C5203106,Low,True
extremely severe,C0205403,Extremely,True
extremely small,C0205403,Extremely,True
extremely subtle,C0205403,Extremely,True
extremely tortuous,C4068863,Tortuous,True
extremity,C0015385,Extremity,True
extrinsic,C0595947,Extrinsic,True
extrinsic compression,C0332459,Compression,True
extrinsic to the patient,C0030705,Patient,True
extubated,C0553891,Extubated,True
extubation,C0553891,Extubation,True
extubation opacification,C0449584,Opacification,True
exuberant callus formation,C0439634,formation,True
exuberant scarring,C2004491,Scarring,True
face,C0015450,Face,True
face mask,C0180823,Face mask,True
facet,C0222679,Facet,True
failed,C0231175,Failed,True
failed thoracocentesis,C0189477,Thoracocentesis,True
failure,C0231174,Failure,True
faint,C0039070,Faint,True
faint amount,C1265611,Amount,True
faint asymmetry,C0332514,Asymmetry,True
faint atelectasis,C0004144,Atelectasis,True
faint density,C0178587,Density,True
faint ground - glass,C2676739,GLASS,True
faint hazy opacities,C0029053,opacities,True
faint ill - defined,C3539106,Defined,True
faint increase,C0442805,Increase,True
faint increased,C5236002,Increased,True
faint linear,C0205132,Linear,True
faint linear density,C0178587,Density,True
faint linear opacity,C1265876,Opacity,True
faint linear structure,C0678594,Structure,True
faint lucency,C5237319,Bone Lucency,True
faint medially,C0039070,Syncope,True
faint multifocal,C0205292,Multifocal,True
faint nodular,C0205297,Nodular,True
faint nodule,C0028259,Nodule,True
faint opacification,C0449584,Opacification,True
faint opacities,C0029053,opacities,True
faint opacity,C1265876,Opacity,True
faint patchy,C0205413,Patchy,True
faint patchy density,C0178587,Density,True
faint residual,C1609982,Residual,True
faint reticular,C0439739,Reticular,True
faint rounded,C0332490,Rounded,True
fainter consolidation,C0521530,Consolidation,True
faintly visible,C0205379,Visible,True
faintly visualized,C0234621,Visualized,True
fair amount,C1265611,Amount,True
fairly decreased,C0392756,Decreased,True
fairly dense,C0439794,Dense,True
fairly dense nodular focus,C0205234,Focus,True
fairly focal,C0205234,Focal,True
fairly radiolucent,C0443285,Radiolucent,True
fall,C0085639,Fall,True
fall multifocal infection,C0009450,Infection,True
familiar,C0205309,Familiar,True
fan - shaped,C0332479,shaped,True
far,C5446008,Far,True
far advanced,C0205179,Advanced,True
far fewer areas,C0205146,areas,True
far from clear,C5966217,Clear,True
far greater opacification,C0449584,Opacification,True
far thinner rim,C1308727,RIM,True
far to low,C5203106,Low,True
fascia planes,C1049866,planes,True
fast improvement,C2986411,Improvement,True
fat,C0015677,Fat,True
fat - containing,C0332256,Containing,True
fat / vessels,C0005847,vessels,True
fat collection,C0600644,Collection,True
fat deposition,C0333562,Deposition,True
fat emboli,C0013928,fat emboli,True
fat embolism,C0013928,Fat embolism,True
fat moderately,C4085643,Moderately,True
fat pad,C0332568,Pad,True
fat pads,C0935625,Fat Pads,True
fatty deposition,C0333574,Fatty deposition,True
fatty infiltration,C0333575,Fatty infiltration,True
feature,C1514562,Feature,True
febrile tachycardia,C3827868,Tachycardia,True
fecal,C0015733,Fecal,True
fecal material,C0520510,Material,True
feeding,C2987508,Feeding,True
feeding 2,C2827735,2+,True
feeding catheter,C4722336,Feeding catheter,True
feeding device,C0699733,Device,True
feeding tube,C2945625,Feeding Tube,True
feeding tube coils,C0444764,Coils,True
feeding tube ends,C0444930,ends,True
feeding tube loops,C0181687,loops,True
feeding tube tip,C1705504,TIP,True
feeding tubes,C2945625,Feeding Tubes,True
femoral,C0015811,Femoral,True
femoral catheter,C0179571,femoral catheter,True
femoral line,C0205132,Line,True
femoral swan - ganz catheter,C0085590,Catheter,True
femoral vein,C0015809,Femoral Vein,True
femur,C0015811,Femur,True
fenestrated,C0333321,fenestrated,True
fever,C0015967,Fever,True
fevers,C0015967,Fevers,True
few,C0205388,Few,True
few air - bronchograms,C0006282,bronchograms,True
few air bronchograms,C0006282,bronchograms,True
few areas,C0205146,areas,True
few hr earlier,C1279919,Earlier,True
few linear streaky opacities,C0029053,opacities,True
few locules of air,C1866503,AIR,True
few streaky linear opacities,C0029053,opacities,True
few streaky opacities,C0029053,opacities,True
fibers,C5551822,Fibers,True
fibrillation,C0232197,Fibrillation,True
fibrin,C1553191,Fibrin,True
fibroelastosis,C0016038,Fibroelastosis,True
fibroid note enlargement,C2711450,Enlargement,True
fibroma,C0016045,Fibroma,True
fibronodular scarring,C2004491,Scarring,True
fibrosing,C0295476,fibrosin,True
fibrosing nsip,C1290344,NSIP,True
fibrosing stage,C0205390,Stage,True
fibrosis,C0016059,Fibrosis,True
fibrosis - related changes,C0392747,changes,True
fibrothorax,C2724209,Fibrothorax,True
fibrotic,C0334129,fibrotic,True
fibrotic abnormalities,C0000769,abnormalities,True
fibrotic change,C0392747,Change,True
fibrotic changes,C0392747,changes,True
fibrotic component,C0449432,Component,True
fibrotic conglomerate,C0680940,conglomerate,True
fibrotic conglomerates,C0334129,fibrotic,True
fibrotic disease,C0012634,Disease,True
fibrotic form,C0348078,Form,True
fibrotic healing,C0043240,Healing,True
fibrotic lesions,C0221198,Lesions,True
fibrotic markings,C0522501,markings,True
fibrotic nodule,C0028259,Nodule,True
fibrotic nsip,C1290344,NSIP,True
fibrotic process,C4521054,Process,True
fibrotic residual,C1609982,Residual,True
fibrotic scarring,C2004491,Scarring,True
fibrotic scars,C2004491,Scars,True
fibrotic stage iv sarcoid,C0036202,sarcoid,True
fibrotic traction,C0040597,Traction,True
fibrous,C0439709,Fibrous,True
fibrous change,C0392747,Change,True
fibrous dysplasia,C0259779,Fibrous dysplasia,True
fibrous lesion,C0221198,Lesion,True
fiducial,C1708056,Fiducial,True
fiducial clip,C1704793,CLIP,True
fiducial clips,C0175722,Clips,True
fiducial marker,C2826325,Fiducial Marker,True
fiducial marker placement,C3888577,Fiducial marker placement,True
fiducial markers,C2826325,Fiducial Markers,True
fiducial placement,C1533810,Placement,True
fiducial seed,C0036563,Seed,True
fiducial seed placement,C1533810,Placement,True
fiducial seeds,C0036563,Seeds,True
fiducial sees,C0042789,sees,True
fiducials,C1708056,Fiducial,True
field,C2349184,Field,True
field mass,C0577559,Mass,True
field opacities,C0029053,opacities,True
field opacity,C1265876,Opacity,True
field patchy opacities,C0029053,opacities,True
fields,C0440042,Field's,True
fifth,C0205439,Fifth,True
fifth anterior interspace,C0205094,Anterior,True
fifth anterior rib,C0035561,Rib,True
fifth rib,C0222875,Fifth rib,True
fifth sixth,C0205440,Sixth,True
fifth through eighth ribs,C0035561,Ribs,True
fifth through ninht ribs,C0035561,Ribs,True
filamentous,C1180307,F-Actin,True
fill,C1708059,Fill,True
fill amount,C1265611,Amount,True
fill the hemithorax,C1827591,Hemithorax,True
filled,C1708059,Filled,True
filled secretions,C0036537,Secretions,True
filled with air,C1866503,AIR,True
filling defect,C1861101,DEFECT,True
filling pressure,C0460139,pressure,True
filling that space,C1883067,Space,True
filling tube,C0175730,Tube,True
film,C1704608,Film,True
film focuses,C0086296,film (photographic),True
filter,C0180860,Filter,True
final position,C0733755,Position,True
final tip position,C0733755,Position,True
finding,C0037088,Finding,True
finding process,C4521054,Process,True
findings,C2607943,findings,True
findings in,C2607943,findings,True
fine,C0205232,Fine,True
fine air bronchograms bronchograms,C0006282,bronchograms,True
fine detail,C1522508,Detail,True
fine details,C1522508,Details,True
fine linear quality,C0332306,Quality,True
fine nodular pattern,C1334972,Nodular Pattern,True
fine nodules,C0028259,nodules,True
fine reticular,C0439739,Reticular,True
finger - in - glove,C0206069,Glove,True
first,C0205435,First,True
first lead,C0023175,Lead,True
first part,C1709471,Part,True
first portion,C0449719,Portion,True
first rib,C0222819,First rib,True
first right rib,C0035561,Rib,True
first side port,C0452253,Port,True
fisher,C0325045,Fisher,True
fissural,C1517198,Fissural,True
fissural component,C0449432,Component,True
fissural components,C0449432,components,True
fissural fluid,C0444611,Fluid,True
fissural pleural,C0032225,Pleural,True
fissural position,C0733755,Position,True
fissural residual,C1609982,Residual,True
fissure,C0332469,Fissure,True
fissures,C0332469,fissures,True
fistula,C0016169,Fistula,True
fistulization,C0185033,Fistulization,True
five through nine,C0205455,Nine,True
fixating screw,C1704683,Screw,True
fixation,C0185023,Fixation,True
fixation device,C0441254,Fixation device,True
fixation devices,C0220819,devices,True
fixation hardware,C1523994,Hardware,True
fixation hardware screw,C1704683,Screw,True
fixation material,C0520510,Material,True
fixation rods,C0206427,Rods,True
fixation surgery,C1457907,surgery,True
fixations,C0185023,fixations,True
fixators,C0441254,fixators,True
